id,shubetu_id,kokushi_id,school_cd,gakubu_cd,gakka_cd,bunri_type,school_name,school_kananame,gakubu_name,gakka_name
82,1,2,486,93,2F6,1,愛知学泉大学,アイチガクセンダイガク,家政学部,家政学科　管理栄養士専攻
83,1,2,486,93,HZ8,1,愛知学泉大学,アイチガクセンダイガク,家政学部,その他学科
84,1,2,486,31C,A73,1,愛知学泉大学,アイチガクセンダイガク,現代マネジメント学部,現代マネジメント学科
85,1,2,486,31C,HZ8,1,愛知学泉大学,アイチガクセンダイガク,現代マネジメント学部,その他学科
86,1,2,486,629,04S,1,愛知学泉大学,アイチガクセンダイガク,コミュニティ政策学部,コミュニティ政策学科
87,1,2,486,629,HZ8,1,愛知学泉大学,アイチガクセンダイガク,コミュニティ政策学部,その他学科
88,1,2,486,991,HZ8,1,愛知学泉大学,アイチガクセンダイガク,その他文系学部,その他学科
89,1,2,486,992,HZ8,2,愛知学泉大学,アイチガクセンダイガク,その他理系学部,その他学科
90,1,1,80,77,1KC,1,愛知教育大学,アイチキヨウイクダイガク,教育学部,現代学芸課程
91,1,1,80,77,1O3,1,愛知教育大学,アイチキヨウイクダイガク,教育学部,特別支援学校教員養成課程
92,1,1,80,77,332,1,愛知教育大学,アイチキヨウイクダイガク,教育学部,教育支援専門職養成課程
93,1,1,80,77,4X6,1,愛知教育大学,アイチキヨウイクダイガク,教育学部,初等教育教員養成課程
94,1,1,80,77,8W6,1,愛知教育大学,アイチキヨウイクダイガク,教育学部,養護教諭養成課程
95,1,1,80,77,924,1,愛知教育大学,アイチキヨウイクダイガク,教育学部,中等教育教員養成課程
96,1,1,80,77,HZ8,1,愛知教育大学,アイチキヨウイクダイガク,教育学部,その他学科
97,1,1,80,991,HZ8,1,愛知教育大学,アイチキヨウイクダイガク,その他文系学部,その他学科
98,1,1,80,992,HZ8,2,愛知教育大学,アイチキヨウイクダイガク,その他理系学部,その他学科
99,0,1,7080,10L,24S,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育実践研究科,教職実践専攻
100,0,1,7080,10L,HZ9,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育実践研究科,その他専攻
101,0,1,7080,697,1U2,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,英語教育専攻
102,0,1,7080,697,20L,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,発達教育科学専攻
103,0,1,7080,697,24M,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,特別支援教育科学専攻
104,0,1,7080,697,2G0,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,家政教育専攻
105,0,1,7080,697,2Z2,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,技術教育専攻
106,0,1,7080,697,3L1,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,芸術教育専攻
107,0,1,7080,697,3X9,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,国語教育専攻
108,0,1,7080,697,4R4,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,社会科教育専攻
109,0,1,7080,697,54U,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,共同教科開発学専攻
110,0,1,7080,697,5R9,2,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,数学教育専攻
111,0,1,7080,697,8S2,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,保健体育専攻
112,0,1,7080,697,8W5,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,養護教育専攻
113,0,1,7080,697,8X1,2,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,理科教育専攻
114,0,1,7080,697,938,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,学校教育臨床専攻
115,0,1,7080,697,HZ9,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科,その他専攻
116,0,1,7080,994,HZ9,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,その他文系研究科,その他専攻
117,0,1,7080,995,HZ9,2,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,その他理系研究科,その他専攻
118,1,1,82,86,H2X,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,美術学部,デザイン・工芸科　デザイン専攻
119,1,1,82,86,H2Y,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,美術学部,デザイン・工芸科　陶磁専攻
120,1,1,82,86,HN1,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,美術学部,美術科　芸術学専攻
121,1,1,82,86,HN3,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,美術学部,美術科　彫刻専攻
122,1,1,82,86,HN4,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,美術学部,美術科　日本画専攻
123,1,1,82,86,HN6,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,美術学部,美術科　油画専攻
124,1,1,82,86,HZ8,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,美術学部,その他学科
125,1,1,82,674,H6S,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,音楽学部,音楽科　器楽専攻
126,1,1,82,674,H6T,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,音楽学部,音楽科　作曲専攻
127,1,1,82,674,H6U,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,音楽学部,音楽科　声楽専攻
128,1,1,82,674,HZ8,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,音楽学部,その他学科
129,1,1,82,991,HZ8,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,その他文系学部,その他学科
130,1,1,82,992,HZ8,2,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,その他理系学部,その他学科
131,0,1,7082,676,H7X,1,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,音楽研究科,音楽専攻
132,0,1,7082,676,HZ9,1,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,音楽研究科,その他専攻
133,0,1,7082,915,HNI,1,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,美術研究科,美術専攻
134,0,1,7082,915,HZ9,1,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,美術研究科,その他専攻
135,0,1,7082,994,HZ9,1,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,その他文系研究科,その他専攻
136,0,1,7082,995,HZ9,2,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,その他理系研究科,その他専攻
137,1,1,81,37,67,1,愛知県立大学,アイチケンリツダイガク,外国語学部,国際関係学科
138,1,1,81,37,103,1,愛知県立大学,アイチケンリツダイガク,外国語学部,英米学科
139,1,1,81,37,112,1,愛知県立大学,アイチケンリツダイガク,外国語学部,中国学科
140,1,1,81,37,29O,1,愛知県立大学,アイチケンリツダイガク,外国語学部,ヨーロッパ学科　スペイン語圏専攻
141,1,1,81,37,29P,1,愛知県立大学,アイチケンリツダイガク,外国語学部,ヨーロッパ学科　ドイツ語圏専攻
142,1,1,81,37,29Q,1,愛知県立大学,アイチケンリツダイガク,外国語学部,ヨーロッパ学科　フランス語圏専攻
143,1,1,81,37,HZ8,1,愛知県立大学,アイチケンリツダイガク,外国語学部,その他学科
144,1,1,81,44,144,1,愛知県立大学,アイチケンリツダイガク,日本文化学部,国語国文学科
145,1,1,81,44,9A6,1,愛知県立大学,アイチケンリツダイガク,日本文化学部,歴史文化学科
146,1,1,81,44,HZ8,1,愛知県立大学,アイチケンリツダイガク,日本文化学部,その他学科
147,1,1,81,60,HE4,2,愛知県立大学,アイチケンリツダイガク,情報科学部,情報科学科
148,1,1,81,60,HZ8,2,愛知県立大学,アイチケンリツダイガク,情報科学部,その他学科
149,1,1,81,260,75,1,愛知県立大学,アイチケンリツダイガク,教育福祉学部,社会福祉学科
150,1,1,81,260,56Y,1,愛知県立大学,アイチケンリツダイガク,教育福祉学部,教育発達学科
151,1,1,81,260,HZ8,1,愛知県立大学,アイチケンリツダイガク,教育福祉学部,その他学科
152,1,1,81,693,974,2,愛知県立大学,アイチケンリツダイガク,看護学部,看護学科
153,1,1,81,693,HZ8,2,愛知県立大学,アイチケンリツダイガク,看護学部,その他学科
154,1,1,81,991,HZ8,1,愛知県立大学,アイチケンリツダイガク,その他文系学部,その他学科
155,1,1,81,992,HZ8,2,愛知県立大学,アイチケンリツダイガク,その他理系学部,その他学科
156,0,1,7081,02B,5N7,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,人間発達学研究科,人間発達学専攻
157,0,1,7081,02B,HZ9,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,人間発達学研究科,その他専攻
158,0,1,7081,692,2R9,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,看護学研究科,看護学専攻
159,0,1,7081,692,HZ9,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,看護学研究科,その他専攻
160,0,1,7081,768,4D6,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,国際文化研究科,国際文化専攻
161,0,1,7081,768,7W6,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,国際文化研究科,日本文化専攻
162,0,1,7081,768,HZ9,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,国際文化研究科,その他専攻
163,0,1,7081,807,H1J,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,情報科学研究科,システム科学専攻
164,0,1,7081,807,HDJ,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,情報科学研究科,情報システム専攻
165,0,1,7081,807,HE5,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,情報科学研究科,情報科学専攻
166,0,1,7081,807,HPA,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,情報科学研究科,メディア情報専攻
167,0,1,7081,807,HZ9,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,情報科学研究科,その他専攻
168,0,1,7081,994,HZ9,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,その他文系研究科,その他専攻
169,0,1,7081,995,HZ9,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,その他理系研究科,その他専攻
170,1,2,517,103,1OR,2,愛知工科大学,アイチコウカダイガク,工学部,ロボットシステム工学科
171,1,2,517,103,42Y,2,愛知工科大学,アイチコウカダイガク,工学部,電子制御・ロボットシステム工学科
172,1,2,517,103,73L,2,愛知工科大学,アイチコウカダイガク,工学部,電子制御・ロボット工学科
173,1,2,517,103,H9F,2,愛知工科大学,アイチコウカダイガク,工学部,機械システム工学科
174,1,2,517,103,HDZ,2,愛知工科大学,アイチコウカダイガク,工学部,情報メディア学科
175,1,2,517,103,HZ8,2,愛知工科大学,アイチコウカダイガク,工学部,その他学科
176,1,2,517,991,HZ8,1,愛知工科大学,アイチコウカダイガク,その他文系学部,その他学科
177,1,2,517,992,HZ8,2,愛知工科大学,アイチコウカダイガク,その他理系学部,その他学科
178,0,2,7517,739,H1M,2,愛知工科大学大学院,アイチコウカダイガクダイガクイン,工学研究科,システム工学専攻
179,0,2,7517,739,HZ9,2,愛知工科大学大学院,アイチコウカダイガクダイガクイン,工学研究科,その他専攻
180,0,2,7517,994,HZ9,1,愛知工科大学大学院,アイチコウカダイガクダイガクイン,その他文系研究科,その他専攻
181,0,2,7517,995,HZ9,2,愛知工科大学大学院,アイチコウカダイガクダイガクイン,その他理系研究科,その他専攻
182,1,2,487,7,30,1,愛知工業大学,アイチコウギヨウダイガク,経営学部,経営学科
183,1,2,487,7,817,1,愛知工業大学,アイチコウギヨウダイガク,経営学部,経営学科　経営情報システム専攻
184,1,2,487,7,823,1,愛知工業大学,アイチコウギヨウダイガク,経営学部,経営学科　スポーツマネジメント専攻
185,1,2,487,7,HZ8,1,愛知工業大学,アイチコウギヨウダイガク,経営学部,その他学科
186,1,2,487,60,824,2,愛知工業大学,アイチコウギヨウダイガク,情報科学部,情報科学科　コンピュータシステム専攻
187,1,2,487,60,827,2,愛知工業大学,アイチコウギヨウダイガク,情報科学部,情報科学科　メディア情報専攻
188,1,2,487,60,HE4,2,愛知工業大学,アイチコウギヨウダイガク,情報科学部,情報科学科
189,1,2,487,60,HZ8,2,愛知工業大学,アイチコウギヨウダイガク,情報科学部,その他学科
190,1,2,487,103,0C4,2,愛知工業大学,アイチコウギヨウダイガク,工学部,機械学科
191,1,2,487,103,4JA,2,愛知工業大学,アイチコウギヨウダイガク,工学部,都市環境学科
192,1,2,487,103,579,2,愛知工業大学,アイチコウギヨウダイガク,工学部,土木工学科
193,1,2,487,103,829,2,愛知工業大学,アイチコウギヨウダイガク,工学部,土木工学科　土木工学専攻
194,1,2,487,103,834,2,愛知工業大学,アイチコウギヨウダイガク,工学部,土木工学科　防災土木工学専攻
195,1,2,487,103,836,2,愛知工業大学,アイチコウギヨウダイガク,工学部,機械学科　機械工学専攻
196,1,2,487,103,837,2,愛知工業大学,アイチコウギヨウダイガク,工学部,機械学科　機械創造工学専攻
197,1,2,487,103,843,2,愛知工業大学,アイチコウギヨウダイガク,工学部,応用化学科　応用化学専攻
198,1,2,487,103,845,2,愛知工業大学,アイチコウギヨウダイガク,工学部,応用化学科　バイオ環境化学専攻
199,1,2,487,103,846,2,愛知工業大学,アイチコウギヨウダイガク,工学部,建築学科　建築学専攻
200,1,2,487,103,859,2,愛知工業大学,アイチコウギヨウダイガク,工学部,建築学科　住居デザイン専攻
201,1,2,487,103,860,2,愛知工業大学,アイチコウギヨウダイガク,工学部,電気学科　電気工学専攻
202,1,2,487,103,862,2,愛知工業大学,アイチコウギヨウダイガク,工学部,電気学科　電子情報工学専攻
203,1,2,487,103,H6D,2,愛知工業大学,アイチコウギヨウダイガク,工学部,応用化学科
204,1,2,487,103,HB9,2,愛知工業大学,アイチコウギヨウダイガク,工学部,建築学科
205,1,2,487,103,HKD,2,愛知工業大学,アイチコウギヨウダイガク,工学部,電気学科
206,1,2,487,103,HZ8,2,愛知工業大学,アイチコウギヨウダイガク,工学部,その他学科
207,1,2,487,991,HZ8,1,愛知工業大学,アイチコウギヨウダイガク,その他文系学部,その他学科
208,1,2,487,992,HZ8,2,愛知工業大学,アイチコウギヨウダイガク,その他理系学部,その他学科
209,0,2,7487,00X,641,1,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,経営情報科学研究科,経営情報科学専攻
210,0,2,7487,00X,HZ9,1,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,経営情報科学研究科,その他専攻
211,0,2,7487,739,2W4,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,工学研究科,機械工学専攻
212,0,2,7487,739,3N1,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,工学研究科,建設システム工学専攻
213,0,2,7487,739,4F0,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,工学研究科,材料化学専攻
214,0,2,7487,739,5Y5,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,工学研究科,生産・建設工学専攻
215,0,2,7487,739,7H3,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,工学研究科,電気・材料工学専攻
216,0,2,7487,739,HKV,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,工学研究科,電気電子工学専攻
217,0,2,7487,739,HZ9,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,工学研究科,その他専攻
218,0,2,7487,994,HZ9,1,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,その他文系研究科,その他専攻
219,0,2,7487,995,HZ9,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,その他理系研究科,その他専攻
220,1,2,484,7,51F,1,愛知産業大学,アイチサンギヨウダイガク,経営学部,総合経営学科
221,1,2,484,7,HZ8,1,愛知産業大学,アイチサンギヨウダイガク,経営学部,その他学科
222,1,2,484,84,52B,1,愛知産業大学,アイチサンギヨウダイガク,造形学部,スマートデザイン学科
223,1,2,484,84,H36,1,愛知産業大学,アイチサンギヨウダイガク,造形学部,デザイン学科
224,1,2,484,84,HB9,2,愛知産業大学,アイチサンギヨウダイガク,造形学部,建築学科
225,1,2,484,84,HZ8,2,愛知産業大学,アイチサンギヨウダイガク,造形学部,その他学科
226,1,2,484,991,HZ8,1,愛知産業大学,アイチサンギヨウダイガク,その他文系学部,その他学科
227,1,2,484,992,HZ8,2,愛知産業大学,アイチサンギヨウダイガク,その他理系学部,その他学科
228,0,2,7484,02I,3P3,2,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,造形学研究科,建築学専攻
229,0,2,7484,02I,H37,1,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,造形学研究科,デザイン学専攻
230,0,2,7484,02I,HZ9,2,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,造形学研究科,その他専攻
231,0,2,7484,994,HZ9,1,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,その他文系研究科,その他専攻
232,0,2,7484,995,HZ9,2,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,その他理系研究科,その他専攻
233,1,2,488,41,10F,1,愛知淑徳大学,アイチシユクトクダイガク,文学部,総合英語学科
234,1,2,488,41,142,1,愛知淑徳大学,アイチシユクトクダイガク,文学部,国文学科
235,1,2,488,41,146,1,愛知淑徳大学,アイチシユクトクダイガク,文学部,英文学科
236,1,2,488,41,234,1,愛知淑徳大学,アイチシユクトクダイガク,文学部,教育学科
237,1,2,488,41,HZ8,1,愛知淑徳大学,アイチシユクトクダイガク,文学部,その他学科
238,1,2,488,173,274,1,愛知淑徳大学,アイチシユクトクダイガク,メディアプロデュース学部,メディアプロデュース学科
239,1,2,488,173,HZ8,1,愛知淑徳大学,アイチシユクトクダイガク,メディアプロデュース学部,その他学科
240,1,2,488,248,18Q,1,愛知淑徳大学,アイチシユクトクダイガク,ビジネス学部,ビジネス学科　グローバルビジネス専攻
241,1,2,488,248,18S,1,愛知淑徳大学,アイチシユクトクダイガク,ビジネス学部,ビジネス学科　現代ビジネス専攻
242,1,2,488,248,4LB,1,愛知淑徳大学,アイチシユクトクダイガク,ビジネス学部,ビジネス学科
243,1,2,488,248,HZ8,1,愛知淑徳大学,アイチシユクトクダイガク,ビジネス学部,その他学科
244,1,2,488,290,04O,2,愛知淑徳大学,アイチシユクトクダイガク,健康医療科学部,医療貢献学科　言語聴覚学専攻
245,1,2,488,290,05E,1,愛知淑徳大学,アイチシユクトクダイガク,健康医療科学部,医療貢献学科　視覚科学専攻
246,1,2,488,290,221,1,愛知淑徳大学,アイチシユクトクダイガク,健康医療科学部,スポーツ・健康医科学科
247,1,2,488,290,9T5,1,愛知淑徳大学,アイチシユクトクダイガク,健康医療科学部,健康栄養学科
248,1,2,488,290,HZ8,1,愛知淑徳大学,アイチシユクトクダイガク,健康医療科学部,その他学科
249,1,2,488,292,0DN,1,愛知淑徳大学,アイチシユクトクダイガク,交流文化学部,交流文化学科
250,1,2,488,292,52C,1,愛知淑徳大学,アイチシユクトクダイガク,交流文化学部,交流文化学科　ランゲージ専攻
